1	13 Dec 23	12:54:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	13 Dec 23	12:55:00	50	0	1	0	Ct	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	13 Dec 23	12:57:00	50	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	13 Dec 23	13:06:17	50	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	13 Dec 23	13:07:00	50	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	13 Dec 23	13:08:00	50	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	13 Dec 23	13:09:00	50	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	13 Dec 23	13:10:00	50	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	13 Dec 23	13:11:00	50	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	13 Dec 23	13:12:00	50	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	13 Dec 23	13:58:00	1	0	1	0	Ct	0	1	18	66	13	61	14	17	16	38	0	0	41	13	11	9	10	31	22	17	5	26	5	12	9	0	0	0	0	0	0	0	0	0
2	13 Dec 23	13:59:00	1	0	1	0	Ct	0	1	3	0	3	1	2	3	0	1	0	0	3	3	1	2	3	1	3	2	4	0	0	0	2	0	0	0	0	0	0	0	0	0
3	13 Dec 23	14:00:00	1	0	1	0	Ct	0	1	1	4	2	0	2	2	1	7	0	0	1	2	2	6	2	2	4	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0
4	13 Dec 23	14:01:00	1	0	1	0	Ct	0	1	5	6	0	0	5	3	2	6	0	0	0	1	1	2	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
5	13 Dec 23	14:02:00	1	0	1	0	Ct	0	1	1	2	1	1	2	2	0	0	0	0	4	3	2	4	1	2	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
6	13 Dec 23	14:03:00	1	0	1	0	Ct	0	1	3	2	0	6	3	3	0	0	0	0	2	0	0	0	1	0	6	6	0	2	3	0	0	0	0	0	0	0	0	0	0	0
7	13 Dec 23	14:04:00	1	0	1	0	Ct	0	1	0	1	0	3	2	2	0	5	0	0	1	0	1	0	3	0	1	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0
8	13 Dec 23	14:05:00	1	0	1	0	Ct	0	1	0	2	0	5	2	1	0	6	0	0	0	0	2	0	1	0	3	7	2	1	3	0	0	0	0	0	0	0	0	0	0	0
9	13 Dec 23	14:06:00	1	0	1	0	Ct	0	1	0	3	0	3	2	0	0	5	0	0	0	0	1	0	3	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	13 Dec 23	14:07:00	1	0	1	0	Ct	0	1	0	0	0	1	2	0	0	10	0	0	0	0	2	0	1	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
11	13 Dec 23	14:08:00	1	0	1	0	Ct	0	1	0	0	0	1	0	0	0	4	0	0	0	0	3	0	6	0	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
12	13 Dec 23	14:09:00	1	0	1	0	Ct	0	1	0	0	0	1	0	0	0	14	0	0	0	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
13	13 Dec 23	14:10:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
14	13 Dec 23	14:11:00	1	0	1	0	Ct	0	1	0	0	3	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
15	13 Dec 23	14:12:00	1	0	1	0	Ct	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
16	13 Dec 23	14:13:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
17	13 Dec 23	14:14:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	13 Dec 23	14:15:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
19	13 Dec 23	14:16:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
20	13 Dec 23	14:17:00	1	0	1	0	Ct	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
